"Variable","Celda"
"pvExternal1","C46"
"pvExternal2","G46"
"pvExternal3","L46"
"pvExternal4","Q46"
"pvExternal5","V46"
"pvExternal6","AA46"
"pvExternal7","AF46"
"pvExternal8","AK46"
"pvExternal9","AN46"
"pvExternal10","AQ46"
